,Model,Train_Condition,Class,fprs,tprs
363,GoogLeNet,Imbalanced,Viral Pneumonia,0.55375,0.9925
364,GoogLeNet,Imbalanced,Viral Pneumonia,0.55375,0.995
365,GoogLeNet,Imbalanced,Viral Pneumonia,0.62625,0.995
366,GoogLeNet,Imbalanced,Viral Pneumonia,0.62875,0.995
367,GoogLeNet,Imbalanced,Viral Pneumonia,0.75,0.995
368,GoogLeNet,Imbalanced,Viral Pneumonia,0.75,0.9975
369,GoogLeNet,Imbalanced,Viral Pneumonia,0.7775,0.9975
370,GoogLeNet,Imbalanced,Viral Pneumonia,0.78,0.9975
371,GoogLeNet,Imbalanced,Viral Pneumonia,0.78875,0.9975
372,GoogLeNet,Imbalanced,Viral Pneumonia,0.78875,1.0
373,GoogLeNet,Imbalanced,Viral Pneumonia,0.805,1.0
374,GoogLeNet,Imbalanced,Viral Pneumonia,0.8075,1.0
375,GoogLeNet,Imbalanced,Viral Pneumonia,0.825,1.0
376,GoogLeNet,Imbalanced,Viral Pneumonia,0.8275,1.0
377,GoogLeNet,Imbalanced,Viral Pneumonia,0.835,1.0
378,GoogLeNet,Imbalanced,Viral Pneumonia,0.8375,1.0
379,GoogLeNet,Imbalanced,Viral Pneumonia,0.85875,1.0
380,GoogLeNet,Imbalanced,Viral Pneumonia,0.86125,1.0
381,GoogLeNet,Imbalanced,Viral Pneumonia,0.87625,1.0
382,GoogLeNet,Imbalanced,Viral Pneumonia,0.87875,1.0
383,GoogLeNet,Imbalanced,Viral Pneumonia,0.8825,1.0
384,GoogLeNet,Imbalanced,Viral Pneumonia,0.8875,1.0
385,GoogLeNet,Imbalanced,Viral Pneumonia,0.99625,1.0
386,GoogLeNet,Imbalanced,Viral Pneumonia,0.99875,1.0
387,GoogLeNet,Imbalanced,Viral Pneumonia,1.0,1.0
